Serial No,Date,Amount,Category,Description
643,05-08-2021,868.39,Income,Dining Out
644,05-08-2021,816.78,Income,Freelance
645,05-08-2021,731.57,Expense,Groceries
646,05-08-2021,389.85,Income,Car Maintenance
647,06-08-2021,849.34,Expense,Subscriptions
648,07-08-2021,694.3,Expense,Dining Out
649,07-08-2021,824.81,Income,Subscriptions
650,07-08-2021,178.52,Expense,Bonus
651,08-08-2021,673.54,Income,Entertainment
652,08-08-2021,156.45,Income,Car Maintenance
653,09-08-2021,943.51,Income,Groceries
654,10-08-2021,810.1,Income,Transport
655,10-08-2021,223.79,Expense,Groceries
656,10-08-2021,846.96,Income,Subscriptions
657,10-08-2021,831.12,Income,Coffee
658,10-08-2021,943.91,Income,Entertainment
659,11-08-2021,724.28,Expense,Car Maintenance
660,11-08-2021,698.57,Income,Entertainment
661,11-08-2021,411.02,Expense,Salary
662,11-08-2021,226.0,Income,Dining Out
663,12-08-2021,645.75,Income,Movies
664,12-08-2021,463.4,Expense,Dining Out
665,12-08-2021,550.55,Income,Coffee
666,12-08-2021,378.25,Income,Freelance
667,13-08-2021,731.36,Income,Movies
668,13-08-2021,978.31,Income,Movies
669,14-08-2021,282.39,Expense,Subscriptions
670,14-08-2021,202.54,Income,Movies
671,14-08-2021,583.93,Expense,Interest
672,14-08-2021,623.56,Income,Subscriptions
673,14-08-2021,255.05,Expense,Freelance
674,15-08-2021,46.29,Income,Groceries
675,15-08-2021,684.05,Expense,Groceries
676,16-08-2021,421.73,Expense,Entertainment
677,16-08-2021,96.15,Income,Dining Out
678,17-08-2021,490.11,Expense,Groceries
679,17-08-2021,657.84,Expense,Bonus
680,17-08-2021,458.53,Expense,Rent
681,17-08-2021,869.84,Expense,Subscriptions
682,18-08-2021,772.87,Income,Rent
683,18-08-2021,734.89,Income,Utilities
684,19-08-2021,702.16,Income,Transport
685,19-08-2021,347.05,Expense,Subscriptions
686,20-08-2021,322.73,Income,Interest
687,20-08-2021,166.78,Income,Subscriptions
688,20-08-2021,783.21,Income,Movies
689,20-08-2021,384.48,Expense,Entertainment
690,20-08-2021,437.47,Income,Rent
691,21-08-2021,641.58,Expense,Internet Bill
692,21-08-2021,154.5,Income,Entertainment
693,21-08-2021,620.91,Expense,Car Maintenance
694,21-08-2021,316.94,Expense,Utilities
695,21-08-2021,239.76,Expense,Shopping
696,22-08-2021,904.22,Expense,Shopping
697,22-08-2021,986.68,Income,Bonus
698,22-08-2021,164.82,Income,Dining Out
699,22-08-2021,619.34,Income,Interest
700,22-08-2021,322.98,Income,Freelance
701,23-08-2021,714.3,Expense,Freelance
702,23-08-2021,346.71,Income,Interest
703,24-08-2021,237.57,Expense,Utilities
704,25-08-2021,602.97,Expense,Entertainment
705,25-08-2021,811.94,Income,Internet Bill
706,26-08-2021,199.71,Income,Freelance
707,26-08-2021,920.22,Income,Utilities
708,26-08-2021,255.57,Income,Groceries
709,26-08-2021,305.37,Income,Freelance
710,26-08-2021,659.47,Income,Dining Out
711,27-08-2021,574.5,Expense,Groceries
712,28-08-2021,768.85,Income,Transport
713,29-08-2021,798.57,Income,Car Maintenance
714,29-08-2021,43.59,Income,Coffee
715,29-08-2021,456.85,Expense,Salary
716,30-08-2021,403.58,Income,Entertainment
717,30-08-2021,510.19,Income,Rent
718,30-08-2021,399.28,Expense,Coffee
719,31-08-2021,109.47,Expense,Movies
720,31-08-2021,303.12,Expense,Car Maintenance
721,31-08-2021,471.07,Income,Car Maintenance
722,31-08-2021,76.09,Income,Interest
723,31-08-2021,921.31,Income,Groceries
724,01-09-2021,500.45,Expense,Shopping
725,01-09-2021,457.39,Expense,Car Maintenance
726,01-09-2021,473.39,Expense,Subscriptions
727,01-09-2021,896.41,Income,Subscriptions
728,01-09-2021,489.42,Expense,Utilities
729,02-09-2021,194.83,Income,Utilities
730,03-09-2021,478.24,Expense,Utilities
731,03-09-2021,243.75,Income,Dining Out
732,04-09-2021,661.23,Income,Entertainment
733,04-09-2021,642.69,Income,Bonus
734,04-09-2021,484.04,Expense,Utilities
735,05-09-2021,622.29,Income,Coffee
736,05-09-2021,776.81,Income,Rent
737,05-09-2021,720.05,Income,Entertainment
738,05-09-2021,740.79,Income,Dining Out
739,06-09-2021,25.33,Income,Shopping
740,06-09-2021,954.27,Expense,Transport
741,06-09-2021,572.29,Expense,Salary
742,06-09-2021,617.79,Expense,Shopping
743,06-09-2021,29.43,Expense,Salary
744,07-09-2021,490.0,Income,Shopping
745,07-09-2021,220.81,Expense,Movies
746,07-09-2021,172.81,Income,Coffee
747,07-09-2021,750.33,Income,Entertainment
748,08-09-2021,861.48,Expense,Transport
749,08-09-2021,36.56,Expense,Rent
750,09-09-2021,901.81,Income,Rent
751,09-09-2021,638.3,Income,Entertainment
752,09-09-2021,978.57,Expense,Coffee
753,09-09-2021,254.32,Income,Salary
754,09-09-2021,72.81,Expense,Salary
755,10-09-2021,507.13,Income,Shopping
756,10-09-2021,312.53,Income,Subscriptions
757,10-09-2021,772.93,Expense,Groceries
758,10-09-2021,634.0,Income,Interest
759,10-09-2021,160.34,Expense,Movies
760,11-09-2021,824.76,Expense,Shopping
761,11-09-2021,903.79,Expense,Dining Out
762,11-09-2021,470.06,Expense,Car Maintenance
763,12-09-2021,706.16,Income,Shopping
764,12-09-2021,158.98,Income,Shopping
765,12-09-2021,917.37,Expense,Freelance
766,12-09-2021,205.59,Expense,Interest
767,12-09-2021,265.36,Expense,Movies
768,13-09-2021,715.03,Income,Transport
769,13-09-2021,532.79,Expense,Transport
770,13-09-2021,537.11,Expense,Shopping
771,13-09-2021,985.5,Expense,Interest
772,14-09-2021,794.31,Expense,Salary
773,14-09-2021,172.98,Income,Entertainment
774,14-09-2021,276.74,Expense,Interest
775,14-09-2021,796.49,Expense,Shopping
776,14-09-2021,994.06,Income,Entertainment
777,15-09-2021,263.98,Income,Dining Out
778,16-09-2021,439.67,Income,Utilities
779,16-09-2021,557.48,Income,Salary
780,16-09-2021,108.52,Expense,Shopping
781,17-09-2021,826.08,Expense,Bonus
782,18-09-2021,478.87,Expense,Freelance
783,18-09-2021,192.55,Expense,Freelance
784,18-09-2021,585.76,Income,Bonus
785,18-09-2021,219.81,Income,Shopping
786,19-09-2021,640.38,Income,Shopping
787,19-09-2021,881.05,Expense,Freelance
788,19-09-2021,899.9,Income,Coffee
789,19-09-2021,537.09,Income,Car Maintenance
790,20-09-2021,171.84,Expense,Rent
791,20-09-2021,520.36,Expense,Rent
792,20-09-2021,751.13,Expense,Transport
793,20-09-2021,710.08,Expense,Car Maintenance
794,21-09-2021,190.79,Income,Dining Out
795,21-09-2021,578.83,Income,Freelance
796,21-09-2021,403.69,Income,Salary
797,22-09-2021,195.32,Expense,Entertainment
798,22-09-2021,127.65,Income,Rent
799,22-09-2021,556.91,Expense,Car Maintenance
800,23-09-2021,578.16,Expense,Interest
801,23-09-2021,516.48,Expense,Salary
802,23-09-2021,582.19,Income,Salary
803,23-09-2021,340.14,Income,Internet Bill
804,24-09-2021,337.08,Income,Rent
805,25-09-2021,206.61,Expense,Transport
806,25-09-2021,694.82,Income,Bonus
807,25-09-2021,102.89,Expense,Dining Out
808,25-09-2021,970.69,Income,Internet Bill
809,26-09-2021,106.31,Expense,Car Maintenance
810,26-09-2021,339.08,Expense,Groceries
811,26-09-2021,70.85,Income,Salary
812,26-09-2021,439.65,Expense,Subscriptions
813,26-09-2021,561.02,Income,Salary
814,27-09-2021,299.04,Income,Interest
815,28-09-2021,145.6,Expense,Car Maintenance
816,28-09-2021,474.21,Expense,Freelance
817,29-09-2021,231.67,Income,Subscriptions
818,30-09-2021,395.68,Expense,Groceries
819,30-09-2021,952.87,Expense,Coffee
820,01-10-2021,790.44,Income,Bonus
821,01-10-2021,967.0,Expense,Coffee
822,01-10-2021,466.89,Expense,Groceries
823,01-10-2021,910.47,Expense,Groceries
824,01-10-2021,210.13,Expense,Car Maintenance
825,02-10-2021,751.76,Income,Movies
826,02-10-2021,46.98,Income,Freelance
827,03-10-2021,442.13,Income,Movies
828,03-10-2021,436.79,Income,Groceries
829,03-10-2021,930.5,Income,Rent
830,03-10-2021,269.41,Income,Groceries
831,04-10-2021,732.41,Income,Shopping
832,05-10-2021,135.26,Expense,Transport
833,05-10-2021,360.29,Income,Movies
834,06-10-2021,320.37,Income,Dining Out
835,06-10-2021,377.77,Expense,Internet Bill
836,07-10-2021,685.89,Income,Bonus
837,07-10-2021,260.04,Income,Dining Out
838,07-10-2021,281.15,Income,Transport
839,07-10-2021,280.54,Expense,Freelance
840,08-10-2021,788.11,Income,Interest
841,08-10-2021,28.09,Expense,Freelance
842,08-10-2021,537.57,Income,Utilities
843,08-10-2021,795.9,Income,Freelance
844,08-10-2021,74.85,Income,Movies
845,09-10-2021,497.93,Expense,Utilities
846,09-10-2021,129.7,Income,Bonus
847,09-10-2021,259.88,Income,Rent
848,09-10-2021,884.95,Expense,Coffee
849,10-10-2021,675.73,Income,Coffee
850,10-10-2021,670.11,Expense,Salary
851,10-10-2021,410.44,Expense,Interest
852,10-10-2021,950.56,Expense,Salary
853,11-10-2021,921.95,Income,Utilities
854,11-10-2021,478.78,Income,Utilities
855,11-10-2021,503.72,Income,Groceries
856,11-10-2021,809.16,Expense,Entertainment
857,11-10-2021,989.23,Expense,Interest
858,12-10-2021,31.13,Income,Freelance
859,13-10-2021,322.49,Income,Bonus
860,14-10-2021,188.45,Income,Movies
861,14-10-2021,912.23,Expense,Salary
862,14-10-2021,207.6,Income,Interest
863,15-10-2021,682.4,Expense,Interest
864,15-10-2021,76.39,Income,Salary
865,15-10-2021,620.33,Income,Shopping
866,15-10-2021,17.61,Income,Transport
867,16-10-2021,640.21,Expense,Groceries
868,17-10-2021,550.1,Expense,Car Maintenance
869,17-10-2021,357.45,Expense,Car Maintenance
870,17-10-2021,425.71,Income,Dining Out
871,17-10-2021,958.88,Expense,Freelance
872,18-10-2021,214.14,Income,Groceries
873,19-10-2021,620.55,Expense,Internet Bill
874,19-10-2021,913.21,Expense,Freelance
875,19-10-2021,354.26,Expense,Coffee
876,19-10-2021,502.96,Expense,Shopping
877,20-10-2021,560.8,Income,Movies
878,20-10-2021,561.37,Income,Rent
879,21-10-2021,505.27,Income,Transport
880,21-10-2021,242.8,Income,Entertainment
881,21-10-2021,102.93,Expense,Shopping
882,22-10-2021,465.62,Expense,Car Maintenance
883,22-10-2021,112.63,Expense,Groceries
884,23-10-2021,287.16,Expense,Car Maintenance
885,23-10-2021,781.76,Expense,Coffee
886,23-10-2021,698.27,Income,Salary
887,23-10-2021,63.23,Expense,Internet Bill
888,24-10-2021,661.44,Income,Rent
889,24-10-2021,25.45,Income,Subscriptions
890,25-10-2021,235.2,Income,Salary
891,25-10-2021,734.68,Expense,Salary
892,25-10-2021,373.62,Income,Car Maintenance
893,25-10-2021,349.13,Expense,Bonus
894,26-10-2021,547.79,Income,Rent
895,27-10-2021,291.37,Expense,Rent
896,28-10-2021,168.19,Income,Transport
897,28-10-2021,175.94,Expense,Coffee
898,28-10-2021,52.73,Income,Internet Bill
899,29-10-2021,340.1,Expense,Movies
900,29-10-2021,464.32,Expense,Entertainment
901,29-10-2021,243.29,Expense,Freelance
902,29-10-2021,454.38,Expense,Freelance
903,30-10-2021,768.2,Income,Groceries
904,30-10-2021,136.44,Expense,Entertainment
905,30-10-2021,278.91,Expense,Bonus
906,30-10-2021,234.6,Expense,Car Maintenance
907,31-10-2021,665.0,Income,Groceries
908,31-10-2021,31.44,Income,Subscriptions
909,01-11-2021,45.92,Expense,Transport
910,01-11-2021,862.62,Income,Utilities
911,01-11-2021,97.02,Income,Car Maintenance
912,01-11-2021,773.42,Income,Movies
913,01-11-2021,674.16,Income,Transport
914,02-11-2021,821.06,Income,Coffee
915,02-11-2021,786.13,Income,Interest
916,03-11-2021,232.02,Expense,Entertainment
917,03-11-2021,680.83,Income,Subscriptions
918,03-11-2021,450.68,Expense,Salary
919,04-11-2021,104.49,Income,Bonus
920,05-11-2021,132.95,Expense,Entertainment
921,05-11-2021,612.08,Expense,Movies
922,05-11-2021,591.53,Expense,Salary
923,05-11-2021,893.9,Income,Dining Out
924,06-11-2021,611.49,Income,Interest
925,06-11-2021,927.79,Expense,Salary
926,07-11-2021,769.84,Income,Subscriptions
927,07-11-2021,614.09,Expense,Utilities
928,08-11-2021,495.97,Expense,Coffee
929,08-11-2021,262.35,Income,Utilities
930,08-11-2021,307.31,Income,Entertainment
931,09-11-2021,414.38,Expense,Car Maintenance
932,09-11-2021,363.86,Expense,Entertainment
933,09-11-2021,74.06,Income,Dining Out
934,10-11-2021,576.09,Income,Movies
935,10-11-2021,371.33,Income,Groceries
936,11-11-2021,59.29,Expense,Salary
937,11-11-2021,725.73,Expense,Movies
938,11-11-2021,138.19,Income,Movies
939,11-11-2021,141.55,Income,Shopping
940,11-11-2021,841.45,Expense,Rent
941,12-11-2021,759.46,Expense,Groceries
942,13-11-2021,937.53,Expense,Shopping
943,13-11-2021,850.95,Expense,Coffee
944,14-11-2021,352.23,Expense,Shopping
945,14-11-2021,701.41,Expense,Movies
946,14-11-2021,515.44,Expense,Interest
947,14-11-2021,986.25,Expense,Rent
948,15-11-2021,75.31,Income,Dining Out
949,15-11-2021,136.91,Income,Shopping
950,16-11-2021,246.48,Expense,Subscriptions
951,16-11-2021,893.3,Expense,Utilities
952,16-11-2021,469.1,Income,Salary
953,17-11-2021,123.57,Expense,Freelance
954,17-11-2021,312.2,Expense,Shopping
955,18-11-2021,506.99,Income,Internet Bill
956,18-11-2021,563.67,Income,Salary
957,19-11-2021,340.54,Expense,Groceries
958,19-11-2021,508.89,Income,Transport
959,19-11-2021,950.4,Expense,Movies
960,19-11-2021,603.34,Expense,Shopping
961,20-11-2021,457.35,Income,Bonus
962,20-11-2021,400.77,Income,Rent
963,20-11-2021,769.65,Income,Coffee
964,21-11-2021,971.96,Income,Subscriptions
965,21-11-2021,257.81,Income,Shopping
966,21-11-2021,401.97,Income,Car Maintenance
967,22-11-2021,794.09,Expense,Transport
968,22-11-2021,739.45,Expense,Freelance
969,22-11-2021,193.37,Expense,Car Maintenance
970,23-11-2021,95.71,Expense,Interest
971,23-11-2021,320.73,Expense,Groceries
972,23-11-2021,362.77,Expense,Entertainment
973,24-11-2021,992.53,Expense,Entertainment
974,25-11-2021,954.87,Income,Shopping
975,26-11-2021,156.64,Income,Subscriptions
976,26-11-2021,210.08,Expense,Rent
977,27-11-2021,605.62,Expense,Internet Bill
978,27-11-2021,76.55,Income,Internet Bill
979,28-11-2021,203.38,Expense,Groceries
980,29-11-2021,506.25,Income,Internet Bill
981,29-11-2021,246.98,Income,Dining Out
982,30-11-2021,764.92,Income,Rent
983,30-11-2021,269.06,Income,Interest
984,30-11-2021,65.07,Income,Subscriptions
985,30-11-2021,697.8,Income,Utilities
986,30-11-2021,72.86,Income,Dining Out
987,01-12-2021,449.14,Expense,Bonus
988,01-12-2021,486.93,Income,Utilities
989,02-12-2021,583.71,Expense,Groceries
990,02-12-2021,595.1,Income,Entertainment
991,02-12-2021,387.77,Expense,Coffee
992,02-12-2021,554.64,Income,Shopping
993,02-12-2021,251.9,Expense,Bonus
994,03-12-2021,403.83,Expense,Salary
995,03-12-2021,190.07,Income,Subscriptions
996,03-12-2021,602.29,Income,Transport
997,03-12-2021,310.0,Income,Interest
998,03-12-2021,722.69,Income,Dining Out
999,04-12-2021,926.37,Income,Movies
1000,04-12-2021,845.79,Income,Dining Out
1001,04-12-2021,173.64,Income,Car Maintenance
1002,04-12-2021,184.54,Income,Entertainment
1003,04-12-2021,111.73,Expense,Salary
1004,05-12-2021,881.04,Income,Salary
1005,05-12-2021,645.36,Expense,Car Maintenance
1006,05-12-2021,193.38,Expense,Freelance
1007,05-12-2021,402.65,Income,Transport
1008,05-12-2021,706.05,Expense,Interest
1009,06-12-2021,796.35,Expense,Movies
1010,06-12-2021,121.02,Expense,Interest
1011,06-12-2021,377.28,Expense,Internet Bill
1012,06-12-2021,301.01,Expense,Groceries
1013,07-12-2021,405.01,Expense,Freelance
1014,07-12-2021,464.96,Income,Bonus
1015,08-12-2021,658.29,Expense,Bonus
1016,08-12-2021,752.51,Income,Transport
1017,08-12-2021,670.61,Income,Coffee
1018,08-12-2021,351.91,Expense,Freelance
1019,08-12-2021,542.77,Income,Utilities
1020,09-12-2021,323.69,Income,Bonus
1021,09-12-2021,237.8,Income,Interest
1022,09-12-2021,101.7,Expense,Transport
1023,10-12-2021,53.83,Expense,Subscriptions
1024,10-12-2021,600.75,Income,Car Maintenance
1025,10-12-2021,795.95,Income,Dining Out
1026,10-12-2021,424.67,Expense,Groceries
1027,10-12-2021,76.52,Expense,Transport
1028,11-12-2021,687.35,Income,Entertainment
1029,11-12-2021,971.21,Income,Subscriptions
1030,11-12-2021,864.93,Income,Coffee
1031,11-12-2021,166.47,Income,Coffee
1032,11-12-2021,694.53,Expense,Rent
1033,12-12-2021,649.27,Expense,Rent
1034,12-12-2021,660.81,Expense,Salary
1035,12-12-2021,808.8,Income,Dining Out
1036,13-12-2021,337.11,Income,Interest
1037,13-12-2021,453.44,Income,Freelance
1038,14-12-2021,14.44,Income,Salary
1039,14-12-2021,129.95,Income,Subscriptions
1040,14-12-2021,773.64,Expense,Car Maintenance
1041,14-12-2021,326.9,Expense,Utilities
1042,14-12-2021,880.96,Expense,Interest
1043,15-12-2021,854.56,Income,Interest
1044,15-12-2021,112.23,Expense,Shopping
1045,15-12-2021,733.13,Expense,Dining Out
1046,15-12-2021,754.02,Income,Movies
1047,16-12-2021,210.06,Income,Dining Out
1048,16-12-2021,610.62,Income,Freelance
1049,16-12-2021,607.86,Expense,Groceries
1050,16-12-2021,322.56,Income,Movies
1051,16-12-2021,549.81,Income,Utilities
1052,17-12-2021,643.92,Expense,Coffee
1053,17-12-2021,125.44,Expense,Dining Out
1054,17-12-2021,30.96,Expense,Rent
1055,18-12-2021,259.15,Income,Subscriptions
1056,19-12-2021,152.81,Expense,Utilities
1057,19-12-2021,29.13,Expense,Internet Bill
1058,19-12-2021,922.29,Income,Car Maintenance
1059,20-12-2021,276.71,Income,Subscriptions
1060,20-12-2021,354.94,Income,Car Maintenance
1061,21-12-2021,418.95,Income,Salary
1062,21-12-2021,196.08,Income,Movies
1063,21-12-2021,466.03,Income,Coffee
1064,22-12-2021,946.5,Expense,Interest
1065,22-12-2021,624.08,Income,Interest
1066,22-12-2021,221.07,Expense,Freelance
1067,23-12-2021,137.18,Income,Bonus
1068,23-12-2021,52.12,Expense,Subscriptions
1069,23-12-2021,63.38,Expense,Salary
1070,23-12-2021,760.21,Income,Transport
1071,24-12-2021,224.66,Income,Shopping
1072,24-12-2021,511.14,Income,Dining Out
1073,24-12-2021,444.32,Expense,Interest
1074,25-12-2021,346.85,Expense,Entertainment
1075,25-12-2021,610.79,Expense,Interest
1076,25-12-2021,795.71,Expense,Groceries
1077,25-12-2021,167.68,Income,Dining Out
1078,25-12-2021,64.13,Income,Transport
1079,26-12-2021,646.2,Expense,Interest
1080,26-12-2021,590.43,Income,Dining Out
1081,26-12-2021,474.41,Income,Subscriptions
1082,27-12-2021,440.93,Income,Transport
1083,28-12-2021,705.74,Income,Interest
1084,28-12-2021,660.7,Expense,Freelance
1085,28-12-2021,251.76,Expense,Bonus
1086,28-12-2021,664.27,Expense,Subscriptions
1087,29-12-2021,295.4,Expense,Groceries
1088,30-12-2021,608.75,Expense,Salary
1089,30-12-2021,923.17,Expense,Freelance
1090,30-12-2021,832.88,Expense,Interest
1091,30-12-2021,718.73,Income,Entertainment
1092,31-12-2021,200.91,Income,Utilities
1093,31-12-2021,796.63,Expense,Salary
1094,01-01-2022,56.4,Expense,Dining Out
1095,01-01-2022,232.86,Expense,Freelance
1096,01-01-2022,771.78,Expense,Freelance
1097,01-01-2022,304.87,Expense,Rent
1098,02-01-2022,70.23,Expense,Bonus
1099,02-01-2022,823.36,Expense,Freelance
1100,03-01-2022,827.31,Expense,Car Maintenance
1101,03-01-2022,611.18,Expense,Utilities
1102,04-01-2022,111.68,Expense,Shopping
1103,04-01-2022,147.22,Income,Subscriptions
1104,04-01-2022,507.02,Income,Rent
1105,05-01-2022,716.65,Expense,Subscriptions
1106,05-01-2022,466.8,Income,Movies
1107,05-01-2022,168.66,Income,Salary
1108,06-01-2022,86.73,Expense,Salary
1109,06-01-2022,437.4,Expense,Interest
1110,07-01-2022,933.17,Expense,Interest
1111,08-01-2022,496.07,Expense,Shopping
1112,08-01-2022,778.49,Income,Transport
1113,08-01-2022,721.5,Expense,Subscriptions
1114,08-01-2022,391.45,Income,Subscriptions
1115,09-01-2022,211.15,Income,Rent
1116,09-01-2022,705.99,Income,Subscriptions
1117,10-01-2022,889.26,Income,Shopping
1118,10-01-2022,786.73,Expense,Internet Bill
1119,10-01-2022,438.57,Income,Transport
1120,11-01-2022,928.37,Income,Freelance
1121,12-01-2022,855.71,Income,Shopping
1122,12-01-2022,155.92,Expense,Groceries
1123,13-01-2022,807.21,Expense,Rent
1124,13-01-2022,542.05,Expense,Internet Bill
1125,13-01-2022,369.92,Income,Rent
1126,14-01-2022,416.43,Expense,Groceries
1127,14-01-2022,652.64,Expense,Car Maintenance
1128,15-01-2022,859.07,Income,Movies
1129,15-01-2022,704.69,Expense,Dining Out
1130,15-01-2022,263.76,Expense,Car Maintenance
1131,15-01-2022,523.86,Expense,Transport
1132,15-01-2022,343.3,Expense,Movies
1133,16-01-2022,663.13,Income,Interest
1134,16-01-2022,608.04,Income,Subscriptions
1135,16-01-2022,562.29,Income,Transport
1136,16-01-2022,146.23,Expense,Coffee
1137,17-01-2022,419.74,Income,Interest
1138,17-01-2022,191.75,Income,Salary
1139,17-01-2022,87.19,Expense,Movies
1140,18-01-2022,835.36,Expense,Entertainment
1141,18-01-2022,500.01,Income,Utilities
1142,19-01-2022,312.63,Expense,Internet Bill
1143,19-01-2022,799.73,Income,Bonus
1144,19-01-2022,507.82,Income,Transport
1145,19-01-2022,943.61,Expense,Entertainment
1146,20-01-2022,276.72,Income,Dining Out
1147,20-01-2022,219.79,Expense,Coffee
1148,20-01-2022,29.51,Expense,Shopping
1149,20-01-2022,847.09,Income,Rent
1150,21-01-2022,912.98,Expense,Car Maintenance
1151,22-01-2022,932.93,Expense,Coffee
1152,22-01-2022,548.68,Expense,Subscriptions
1153,23-01-2022,368.06,Income,Shopping
1154,23-01-2022,295.7,Income,Internet Bill
1155,23-01-2022,566.59,Income,Groceries
1156,23-01-2022,525.45,Income,Freelance
1157,23-01-2022,589.02,Expense,Car Maintenance
1158,24-01-2022,59.28,Income,Groceries
1159,25-01-2022,151.34,Expense,Dining Out
1160,26-01-2022,746.62,Income,Coffee
1161,26-01-2022,25.52,Expense,Utilities
1162,26-01-2022,851.05,Income,Salary
1163,26-01-2022,715.58,Income,Coffee
1164,26-01-2022,414.02,Income,Transport
1165,27-01-2022,253.9,Expense,Utilities
1166,27-01-2022,456.92,Income,Interest
1167,28-01-2022,246.46,Expense,Movies
1168,28-01-2022,207.23,Income,Shopping
1169,28-01-2022,38.77,Income,Transport
1170,29-01-2022,892.69,Expense,Dining Out
1171,29-01-2022,889.26,Expense,Movies
1172,29-01-2022,846.66,Expense,Coffee
1173,29-01-2022,574.83,Income,Utilities
1174,29-01-2022,141.37,Expense,Shopping
1175,30-01-2022,528.84,Expense,Car Maintenance
1176,30-01-2022,144.6,Expense,Transport
1177,30-01-2022,392.82,Income,Interest
1178,30-01-2022,939.5,Expense,Bonus
1179,30-01-2022,974.99,Expense,Groceries
1180,31-01-2022,948.5,Expense,Groceries
1181,01-02-2022,490.29,Income,Entertainment
1182,01-02-2022,45.08,Expense,Groceries
1183,01-02-2022,674.5,Income,Utilities
1184,01-02-2022,964.52,Income,Freelance
1185,01-02-2022,866.05,Expense,Interest
1186,02-02-2022,251.44,Expense,Transport
1187,03-02-2022,930.77,Income,Subscriptions
1188,03-02-2022,983.59,Expense,Subscriptions
1189,03-02-2022,771.68,Income,Subscriptions
1190,04-02-2022,791.05,Income,Entertainment
1191,04-02-2022,842.62,Income,Subscriptions
1192,04-02-2022,889.02,Expense,Coffee
1193,04-02-2022,508.82,Income,Salary
1194,05-02-2022,916.16,Expense,Car Maintenance
1195,05-02-2022,550.42,Income,Groceries
1196,05-02-2022,987.26,Income,Utilities
1197,05-02-2022,980.06,Income,Entertainment
1198,06-02-2022,284.15,Expense,Movies
1199,06-02-2022,991.31,Expense,Bonus
1200,06-02-2022,927.1,Income,Movies
1201,06-02-2022,341.85,Income,Rent
1202,06-02-2022,700.5,Expense,Subscriptions
1203,07-02-2022,60.18,Income,Car Maintenance
1204,07-02-2022,331.52,Income,Coffee
1205,07-02-2022,175.98,Income,Interest
1206,07-02-2022,654.82,Income,Groceries
1207,08-02-2022,562.34,Income,Utilities
1208,08-02-2022,964.52,Expense,Car Maintenance
1209,09-02-2022,435.68,Expense,Car Maintenance
1210,09-02-2022,623.59,Income,Dining Out
1211,09-02-2022,423.27,Expense,Salary
1212,10-02-2022,87.69,Expense,Groceries
1213,11-02-2022,241.54,Income,Rent
1214,11-02-2022,856.07,Expense,Movies
1215,11-02-2022,805.62,Expense,Internet Bill
1216,12-02-2022,944.7,Expense,Shopping
1217,12-02-2022,652.76,Income,Car Maintenance
1218,13-02-2022,681.62,Expense,Freelance
1219,13-02-2022,24.91,Expense,Utilities
1220,13-02-2022,430.87,Income,Dining Out
1221,13-02-2022,941.51,Expense,Interest
1222,14-02-2022,248.22,Expense,Transport
1223,14-02-2022,339.48,Income,Internet Bill
1224,14-02-2022,455.17,Income,Coffee
1225,14-02-2022,594.23,Income,Internet Bill
1226,15-02-2022,908.62,Income,Bonus
1227,15-02-2022,757.55,Expense,Car Maintenance
1228,16-02-2022,582.95,Income,Subscriptions
1229,16-02-2022,496.27,Expense,Interest
1230,16-02-2022,994.09,Income,Salary
1231,17-02-2022,382.35,Expense,Subscriptions
1232,18-02-2022,24.18,Expense,Bonus
1233,19-02-2022,897.96,Expense,Coffee
1234,19-02-2022,262.34,Expense,Car Maintenance
1235,20-02-2022,94.38,Income,Shopping
1236,21-02-2022,287.29,Expense,Movies
1237,22-02-2022,790.48,Income,Transport
1238,22-02-2022,449.65,Expense,Movies
1239,22-02-2022,280.82,Income,Rent
1240,23-02-2022,539.36,Expense,Interest
1241,23-02-2022,238.36,Expense,Interest
1242,24-02-2022,677.87,Income,Car Maintenance
1243,24-02-2022,317.06,Expense,Groceries
1244,24-02-2022,974.9,Expense,Utilities
1245,24-02-2022,403.14,Expense,Bonus
1246,24-02-2022,672.45,Expense,Car Maintenance
1247,25-02-2022,528.1,Expense,Transport
1248,25-02-2022,287.51,Expense,Salary
1249,25-02-2022,335.62,Expense,Shopping
1250,25-02-2022,363.59,Income,Utilities
1251,26-02-2022,672.15,Income,Subscriptions
1252,26-02-2022,565.61,Expense,Subscriptions
1253,26-02-2022,32.79,Expense,Dining Out
1254,26-02-2022,31.9,Expense,Entertainment
1255,27-02-2022,93.8,Expense,Entertainment
1256,27-02-2022,45.11,Expense,Rent
1257,28-02-2022,700.36,Expense,Salary
1258,28-02-2022,110.28,Expense,Transport
1259,28-02-2022,451.63,Income,Transport
1260,01-03-2022,239.43,Expense,Interest
1261,02-03-2022,168.03,Income,Movies
1262,03-03-2022,399.43,Expense,Internet Bill
1263,03-03-2022,454.47,Expense,Movies
1264,03-03-2022,414.6,Income,Movies
1265,04-03-2022,678.57,Expense,Subscriptions
1266,04-03-2022,672.16,Expense,Freelance
1267,04-03-2022,122.4,Expense,Shopping
1268,04-03-2022,920.79,Income,Entertainment
1269,05-03-2022,745.65,Expense,Salary
1270,05-03-2022,518.85,Expense,Shopping
1271,05-03-2022,126.65,Income,Subscriptions
1272,05-03-2022,519.57,Expense,Subscriptions
