Serial No,Date,Amount,Category,Description
643,04-08-2021,549.99,Income,Groceries
644,04-08-2021,515.13,Income,Rent
645,04-08-2021,258.87,Expense,Dining Out
646,05-08-2021,566.12,Expense,Subscriptions
647,05-08-2021,868.39,Income,Dining Out
648,05-08-2021,816.78,Income,Freelance
649,05-08-2021,731.57,Expense,Groceries
650,05-08-2021,389.85,Income,Car Maintenance
651,06-08-2021,849.34,Expense,Subscriptions
652,07-08-2021,694.3,Expense,Dining Out
653,07-08-2021,824.81,Income,Subscriptions
654,07-08-2021,178.52,Expense,Bonus
655,08-08-2021,673.54,Income,Entertainment
656,08-08-2021,156.45,Income,Car Maintenance
657,09-08-2021,943.51,Income,Groceries
658,10-08-2021,810.1,Income,Transport
659,10-08-2021,223.79,Expense,Groceries
660,10-08-2021,846.96,Income,Subscriptions
661,10-08-2021,831.12,Income,Coffee
662,10-08-2021,943.91,Income,Entertainment
663,11-08-2021,724.28,Expense,Car Maintenance
664,11-08-2021,698.57,Income,Entertainment
665,11-08-2021,411.02,Expense,Salary
666,11-08-2021,226.0,Income,Dining Out
667,12-08-2021,645.75,Income,Movies
668,12-08-2021,463.4,Expense,Dining Out
669,12-08-2021,550.55,Income,Coffee
670,12-08-2021,378.25,Income,Freelance
671,13-08-2021,731.36,Income,Movies
672,13-08-2021,978.31,Income,Movies
673,14-08-2021,282.39,Expense,Subscriptions
674,14-08-2021,202.54,Income,Movies
675,14-08-2021,583.93,Expense,Interest
676,14-08-2021,623.56,Income,Subscriptions
677,14-08-2021,255.05,Expense,Freelance
678,15-08-2021,46.29,Income,Groceries
679,15-08-2021,684.05,Expense,Groceries
680,16-08-2021,421.73,Expense,Entertainment
681,16-08-2021,96.15,Income,Dining Out
682,17-08-2021,490.11,Expense,Groceries
683,17-08-2021,657.84,Expense,Bonus
684,17-08-2021,458.53,Expense,Rent
685,17-08-2021,869.84,Expense,Subscriptions
686,18-08-2021,772.87,Income,Rent
687,18-08-2021,734.89,Income,Utilities
688,19-08-2021,702.16,Income,Transport
689,19-08-2021,347.05,Expense,Subscriptions
690,20-08-2021,322.73,Income,Interest
691,20-08-2021,166.78,Income,Subscriptions
692,20-08-2021,783.21,Income,Movies
693,20-08-2021,384.48,Expense,Entertainment
694,20-08-2021,437.47,Income,Rent
695,21-08-2021,641.58,Expense,Internet Bill
696,21-08-2021,154.5,Income,Entertainment
697,21-08-2021,620.91,Expense,Car Maintenance
698,21-08-2021,316.94,Expense,Utilities
699,21-08-2021,239.76,Expense,Shopping
700,22-08-2021,904.22,Expense,Shopping
701,22-08-2021,986.68,Income,Bonus
702,22-08-2021,164.82,Income,Dining Out
703,22-08-2021,619.34,Income,Interest
704,22-08-2021,322.98,Income,Freelance
705,23-08-2021,714.3,Expense,Freelance
706,23-08-2021,346.71,Income,Interest
707,24-08-2021,237.57,Expense,Utilities
708,25-08-2021,602.97,Expense,Entertainment
709,25-08-2021,811.94,Income,Internet Bill
710,26-08-2021,199.71,Income,Freelance
711,26-08-2021,920.22,Income,Utilities
712,26-08-2021,255.57,Income,Groceries
713,26-08-2021,305.37,Income,Freelance
714,26-08-2021,659.47,Income,Dining Out
715,27-08-2021,574.5,Expense,Groceries
716,28-08-2021,768.85,Income,Transport
717,29-08-2021,798.57,Income,Car Maintenance
718,29-08-2021,43.59,Income,Coffee
719,29-08-2021,456.85,Expense,Salary
720,30-08-2021,403.58,Income,Entertainment
721,30-08-2021,510.19,Income,Rent
722,30-08-2021,399.28,Expense,Coffee
723,31-08-2021,109.47,Expense,Movies
724,31-08-2021,303.12,Expense,Car Maintenance
725,31-08-2021,471.07,Income,Car Maintenance
726,31-08-2021,76.09,Income,Interest
727,31-08-2021,921.31,Income,Groceries
728,01-09-2021,500.45,Expense,Shopping
729,01-09-2021,457.39,Expense,Car Maintenance
730,01-09-2021,473.39,Expense,Subscriptions
731,01-09-2021,896.41,Income,Subscriptions
732,01-09-2021,489.42,Expense,Utilities
733,02-09-2021,194.83,Income,Utilities
734,03-09-2021,478.24,Expense,Utilities
735,03-09-2021,243.75,Income,Dining Out
736,04-09-2021,661.23,Income,Entertainment
737,04-09-2021,642.69,Income,Bonus
738,04-09-2021,484.04,Expense,Utilities
739,05-09-2021,622.29,Income,Coffee
740,05-09-2021,776.81,Income,Rent
741,05-09-2021,720.05,Income,Entertainment
742,05-09-2021,740.79,Income,Dining Out
743,06-09-2021,25.33,Income,Shopping
744,06-09-2021,954.27,Expense,Transport
745,06-09-2021,572.29,Expense,Salary
746,06-09-2021,617.79,Expense,Shopping
747,06-09-2021,29.43,Expense,Salary
748,07-09-2021,490.0,Income,Shopping
749,07-09-2021,220.81,Expense,Movies
750,07-09-2021,172.81,Income,Coffee
751,07-09-2021,750.33,Income,Entertainment
752,08-09-2021,861.48,Expense,Transport
753,08-09-2021,36.56,Expense,Rent
754,09-09-2021,901.81,Income,Rent
755,09-09-2021,638.3,Income,Entertainment
756,09-09-2021,978.57,Expense,Coffee
757,09-09-2021,254.32,Income,Salary
758,09-09-2021,72.81,Expense,Salary
759,10-09-2021,507.13,Income,Shopping
760,10-09-2021,312.53,Income,Subscriptions
761,10-09-2021,772.93,Expense,Groceries
762,10-09-2021,634.0,Income,Interest
763,10-09-2021,160.34,Expense,Movies
764,11-09-2021,824.76,Expense,Shopping
765,11-09-2021,903.79,Expense,Dining Out
766,11-09-2021,470.06,Expense,Car Maintenance
767,12-09-2021,706.16,Income,Shopping
768,12-09-2021,158.98,Income,Shopping
769,12-09-2021,917.37,Expense,Freelance
770,12-09-2021,205.59,Expense,Interest
771,12-09-2021,265.36,Expense,Movies
772,13-09-2021,715.03,Income,Transport
773,13-09-2021,532.79,Expense,Transport
774,13-09-2021,537.11,Expense,Shopping
775,13-09-2021,985.5,Expense,Interest
776,14-09-2021,794.31,Expense,Salary
777,14-09-2021,172.98,Income,Entertainment
778,14-09-2021,276.74,Expense,Interest
779,14-09-2021,796.49,Expense,Shopping
780,14-09-2021,994.06,Income,Entertainment
781,15-09-2021,263.98,Income,Dining Out
782,16-09-2021,439.67,Income,Utilities
783,16-09-2021,557.48,Income,Salary
784,16-09-2021,108.52,Expense,Shopping
785,17-09-2021,826.08,Expense,Bonus
786,18-09-2021,478.87,Expense,Freelance
787,18-09-2021,192.55,Expense,Freelance
788,18-09-2021,585.76,Income,Bonus
789,18-09-2021,219.81,Income,Shopping
790,19-09-2021,640.38,Income,Shopping
791,19-09-2021,881.05,Expense,Freelance
792,19-09-2021,899.9,Income,Coffee
793,19-09-2021,537.09,Income,Car Maintenance
794,20-09-2021,171.84,Expense,Rent
795,20-09-2021,520.36,Expense,Rent
796,20-09-2021,751.13,Expense,Transport
797,20-09-2021,710.08,Expense,Car Maintenance
798,21-09-2021,190.79,Income,Dining Out
799,21-09-2021,578.83,Income,Freelance
800,21-09-2021,403.69,Income,Salary
801,22-09-2021,195.32,Expense,Entertainment
802,22-09-2021,127.65,Income,Rent
803,22-09-2021,556.91,Expense,Car Maintenance
804,23-09-2021,578.16,Expense,Interest
805,23-09-2021,516.48,Expense,Salary
806,23-09-2021,582.19,Income,Salary
807,23-09-2021,340.14,Income,Internet Bill
808,24-09-2021,337.08,Income,Rent
809,25-09-2021,206.61,Expense,Transport
810,25-09-2021,694.82,Income,Bonus
811,25-09-2021,102.89,Expense,Dining Out
812,25-09-2021,970.69,Income,Internet Bill
813,26-09-2021,106.31,Expense,Car Maintenance
814,26-09-2021,339.08,Expense,Groceries
815,26-09-2021,70.85,Income,Salary
816,26-09-2021,439.65,Expense,Subscriptions
817,26-09-2021,561.02,Income,Salary
818,27-09-2021,299.04,Income,Interest
819,28-09-2021,145.6,Expense,Car Maintenance
820,28-09-2021,474.21,Expense,Freelance
821,29-09-2021,231.67,Income,Subscriptions
822,30-09-2021,395.68,Expense,Groceries
823,30-09-2021,952.87,Expense,Coffee
824,01-10-2021,790.44,Income,Bonus
825,01-10-2021,967.0,Expense,Coffee
826,01-10-2021,466.89,Expense,Groceries
827,01-10-2021,910.47,Expense,Groceries
828,01-10-2021,210.13,Expense,Car Maintenance
829,02-10-2021,751.76,Income,Movies
830,02-10-2021,46.98,Income,Freelance
831,03-10-2021,442.13,Income,Movies
832,03-10-2021,436.79,Income,Groceries
833,03-10-2021,930.5,Income,Rent
834,03-10-2021,269.41,Income,Groceries
835,04-10-2021,732.41,Income,Shopping
836,05-10-2021,135.26,Expense,Transport
837,05-10-2021,360.29,Income,Movies
838,06-10-2021,320.37,Income,Dining Out
839,06-10-2021,377.77,Expense,Internet Bill
840,07-10-2021,685.89,Income,Bonus
841,07-10-2021,260.04,Income,Dining Out
842,07-10-2021,281.15,Income,Transport
843,07-10-2021,280.54,Expense,Freelance
844,08-10-2021,788.11,Income,Interest
845,08-10-2021,28.09,Expense,Freelance
846,08-10-2021,537.57,Income,Utilities
847,08-10-2021,795.9,Income,Freelance
848,08-10-2021,74.85,Income,Movies
849,09-10-2021,497.93,Expense,Utilities
850,09-10-2021,129.7,Income,Bonus
851,09-10-2021,259.88,Income,Rent
852,09-10-2021,884.95,Expense,Coffee
853,10-10-2021,675.73,Income,Coffee
854,10-10-2021,670.11,Expense,Salary
855,10-10-2021,410.44,Expense,Interest
856,10-10-2021,950.56,Expense,Salary
857,11-10-2021,921.95,Income,Utilities
858,11-10-2021,478.78,Income,Utilities
859,11-10-2021,503.72,Income,Groceries
860,11-10-2021,809.16,Expense,Entertainment
861,11-10-2021,989.23,Expense,Interest
862,12-10-2021,31.13,Income,Freelance
863,13-10-2021,322.49,Income,Bonus
864,14-10-2021,188.45,Income,Movies
865,14-10-2021,912.23,Expense,Salary
866,14-10-2021,207.6,Income,Interest
867,15-10-2021,682.4,Expense,Interest
868,15-10-2021,76.39,Income,Salary
869,15-10-2021,620.33,Income,Shopping
870,15-10-2021,17.61,Income,Transport
871,16-10-2021,640.21,Expense,Groceries
872,17-10-2021,550.1,Expense,Car Maintenance
873,17-10-2021,357.45,Expense,Car Maintenance
874,17-10-2021,425.71,Income,Dining Out
875,17-10-2021,958.88,Expense,Freelance
876,18-10-2021,214.14,Income,Groceries
877,19-10-2021,620.55,Expense,Internet Bill
878,19-10-2021,913.21,Expense,Freelance
879,19-10-2021,354.26,Expense,Coffee
880,19-10-2021,502.96,Expense,Shopping
881,20-10-2021,560.8,Income,Movies
882,20-10-2021,561.37,Income,Rent
883,21-10-2021,505.27,Income,Transport
884,21-10-2021,242.8,Income,Entertainment
885,21-10-2021,102.93,Expense,Shopping
886,22-10-2021,465.62,Expense,Car Maintenance
887,22-10-2021,112.63,Expense,Groceries
888,23-10-2021,287.16,Expense,Car Maintenance
889,23-10-2021,781.76,Expense,Coffee
890,23-10-2021,698.27,Income,Salary
891,23-10-2021,63.23,Expense,Internet Bill
892,24-10-2021,661.44,Income,Rent
893,24-10-2021,25.45,Income,Subscriptions
894,25-10-2021,235.2,Income,Salary
895,25-10-2021,734.68,Expense,Salary
896,25-10-2021,373.62,Income,Car Maintenance
897,25-10-2021,349.13,Expense,Bonus
898,26-10-2021,547.79,Income,Rent
899,27-10-2021,291.37,Expense,Rent
900,28-10-2021,168.19,Income,Transport
901,28-10-2021,175.94,Expense,Coffee
902,28-10-2021,52.73,Income,Internet Bill
903,29-10-2021,340.1,Expense,Movies
904,29-10-2021,464.32,Expense,Entertainment
905,29-10-2021,243.29,Expense,Freelance
906,29-10-2021,454.38,Expense,Freelance
907,30-10-2021,768.2,Income,Groceries
908,30-10-2021,136.44,Expense,Entertainment
909,30-10-2021,278.91,Expense,Bonus
910,30-10-2021,234.6,Expense,Car Maintenance
911,31-10-2021,665.0,Income,Groceries
912,31-10-2021,31.44,Income,Subscriptions
913,01-11-2021,45.92,Expense,Transport
914,01-11-2021,862.62,Income,Utilities
915,01-11-2021,97.02,Income,Car Maintenance
916,01-11-2021,773.42,Income,Movies
917,01-11-2021,674.16,Income,Transport
918,02-11-2021,821.06,Income,Coffee
919,02-11-2021,786.13,Income,Interest
920,03-11-2021,232.02,Expense,Entertainment
921,03-11-2021,680.83,Income,Subscriptions
922,03-11-2021,450.68,Expense,Salary
923,04-11-2021,104.49,Income,Bonus
924,05-11-2021,132.95,Expense,Entertainment
925,05-11-2021,612.08,Expense,Movies
926,05-11-2021,591.53,Expense,Salary
927,05-11-2021,893.9,Income,Dining Out
928,06-11-2021,611.49,Income,Interest
929,06-11-2021,927.79,Expense,Salary
930,07-11-2021,769.84,Income,Subscriptions
931,07-11-2021,614.09,Expense,Utilities
932,08-11-2021,495.97,Expense,Coffee
933,08-11-2021,262.35,Income,Utilities
934,08-11-2021,307.31,Income,Entertainment
935,09-11-2021,414.38,Expense,Car Maintenance
936,09-11-2021,363.86,Expense,Entertainment
937,09-11-2021,74.06,Income,Dining Out
938,10-11-2021,576.09,Income,Movies
939,10-11-2021,371.33,Income,Groceries
940,11-11-2021,59.29,Expense,Salary
941,11-11-2021,725.73,Expense,Movies
942,11-11-2021,138.19,Income,Movies
943,11-11-2021,141.55,Income,Shopping
944,11-11-2021,841.45,Expense,Rent
945,12-11-2021,759.46,Expense,Groceries
946,13-11-2021,937.53,Expense,Shopping
947,13-11-2021,850.95,Expense,Coffee
948,14-11-2021,352.23,Expense,Shopping
949,14-11-2021,701.41,Expense,Movies
950,14-11-2021,515.44,Expense,Interest
951,14-11-2021,986.25,Expense,Rent
952,15-11-2021,75.31,Income,Dining Out
953,15-11-2021,136.91,Income,Shopping
954,16-11-2021,246.48,Expense,Subscriptions
955,16-11-2021,893.3,Expense,Utilities
956,16-11-2021,469.1,Income,Salary
957,17-11-2021,123.57,Expense,Freelance
958,17-11-2021,312.2,Expense,Shopping
959,18-11-2021,506.99,Income,Internet Bill
960,18-11-2021,563.67,Income,Salary
961,19-11-2021,340.54,Expense,Groceries
962,19-11-2021,508.89,Income,Transport
963,19-11-2021,950.4,Expense,Movies
964,19-11-2021,603.34,Expense,Shopping
965,20-11-2021,457.35,Income,Bonus
966,20-11-2021,400.77,Income,Rent
967,20-11-2021,769.65,Income,Coffee
968,21-11-2021,971.96,Income,Subscriptions
969,21-11-2021,257.81,Income,Shopping
970,21-11-2021,401.97,Income,Car Maintenance
971,22-11-2021,794.09,Expense,Transport
972,22-11-2021,739.45,Expense,Freelance
973,22-11-2021,193.37,Expense,Car Maintenance
974,23-11-2021,95.71,Expense,Interest
975,23-11-2021,320.73,Expense,Groceries
976,23-11-2021,362.77,Expense,Entertainment
977,24-11-2021,992.53,Expense,Entertainment
978,25-11-2021,954.87,Income,Shopping
979,26-11-2021,156.64,Income,Subscriptions
980,26-11-2021,210.08,Expense,Rent
981,27-11-2021,605.62,Expense,Internet Bill
982,27-11-2021,76.55,Income,Internet Bill
983,28-11-2021,203.38,Expense,Groceries
984,29-11-2021,506.25,Income,Internet Bill
985,29-11-2021,246.98,Income,Dining Out
986,30-11-2021,764.92,Income,Rent
987,30-11-2021,269.06,Income,Interest
988,30-11-2021,65.07,Income,Subscriptions
989,30-11-2021,697.8,Income,Utilities
990,30-11-2021,72.86,Income,Dining Out
991,01-12-2021,449.14,Expense,Bonus
992,01-12-2021,486.93,Income,Utilities
993,02-12-2021,583.71,Expense,Groceries
994,02-12-2021,595.1,Income,Entertainment
995,02-12-2021,387.77,Expense,Coffee
996,02-12-2021,554.64,Income,Shopping
997,02-12-2021,251.9,Expense,Bonus
998,03-12-2021,403.83,Expense,Salary
999,03-12-2021,190.07,Income,Subscriptions
1000,03-12-2021,602.29,Income,Transport
1001,03-12-2021,310.0,Income,Interest
1002,03-12-2021,722.69,Income,Dining Out
1003,04-12-2021,926.37,Income,Movies
1004,04-12-2021,845.79,Income,Dining Out
1005,04-12-2021,173.64,Income,Car Maintenance
1006,04-12-2021,184.54,Income,Entertainment
1007,04-12-2021,111.73,Expense,Salary
1008,05-12-2021,881.04,Income,Salary
1009,05-12-2021,645.36,Expense,Car Maintenance
1010,05-12-2021,193.38,Expense,Freelance
1011,05-12-2021,402.65,Income,Transport
1012,05-12-2021,706.05,Expense,Interest
1013,06-12-2021,796.35,Expense,Movies
1014,06-12-2021,121.02,Expense,Interest
1015,06-12-2021,377.28,Expense,Internet Bill
1016,06-12-2021,301.01,Expense,Groceries
1017,07-12-2021,405.01,Expense,Freelance
1018,07-12-2021,464.96,Income,Bonus
1019,08-12-2021,658.29,Expense,Bonus
1020,08-12-2021,752.51,Income,Transport
1021,08-12-2021,670.61,Income,Coffee
1022,08-12-2021,351.91,Expense,Freelance
1023,08-12-2021,542.77,Income,Utilities
1024,09-12-2021,323.69,Income,Bonus
1025,09-12-2021,237.8,Income,Interest
1026,09-12-2021,101.7,Expense,Transport
1027,10-12-2021,53.83,Expense,Subscriptions
1028,10-12-2021,600.75,Income,Car Maintenance
1029,10-12-2021,795.95,Income,Dining Out
1030,10-12-2021,424.67,Expense,Groceries
1031,10-12-2021,76.52,Expense,Transport
1032,11-12-2021,687.35,Income,Entertainment
1033,11-12-2021,971.21,Income,Subscriptions
1034,11-12-2021,864.93,Income,Coffee
1035,11-12-2021,166.47,Income,Coffee
1036,11-12-2021,694.53,Expense,Rent
1037,12-12-2021,649.27,Expense,Rent
1038,12-12-2021,660.81,Expense,Salary
1039,12-12-2021,808.8,Income,Dining Out
1040,13-12-2021,337.11,Income,Interest
1041,13-12-2021,453.44,Income,Freelance
1042,14-12-2021,14.44,Income,Salary
1043,14-12-2021,129.95,Income,Subscriptions
1044,14-12-2021,773.64,Expense,Car Maintenance
1045,14-12-2021,326.9,Expense,Utilities
1046,14-12-2021,880.96,Expense,Interest
1047,15-12-2021,854.56,Income,Interest
1048,15-12-2021,112.23,Expense,Shopping
1049,15-12-2021,733.13,Expense,Dining Out
1050,15-12-2021,754.02,Income,Movies
1051,16-12-2021,210.06,Income,Dining Out
1052,16-12-2021,610.62,Income,Freelance
1053,16-12-2021,607.86,Expense,Groceries
1054,16-12-2021,322.56,Income,Movies
1055,16-12-2021,549.81,Income,Utilities
1056,17-12-2021,643.92,Expense,Coffee
1057,17-12-2021,125.44,Expense,Dining Out
1058,17-12-2021,30.96,Expense,Rent
1059,18-12-2021,259.15,Income,Subscriptions
1060,19-12-2021,152.81,Expense,Utilities
1061,19-12-2021,29.13,Expense,Internet Bill
1062,19-12-2021,922.29,Income,Car Maintenance
1063,20-12-2021,276.71,Income,Subscriptions
1064,20-12-2021,354.94,Income,Car Maintenance
1065,21-12-2021,418.95,Income,Salary
1066,21-12-2021,196.08,Income,Movies
1067,21-12-2021,466.03,Income,Coffee
1068,22-12-2021,946.5,Expense,Interest
1069,22-12-2021,624.08,Income,Interest
1070,22-12-2021,221.07,Expense,Freelance
1071,23-12-2021,137.18,Income,Bonus
1072,23-12-2021,52.12,Expense,Subscriptions
1073,23-12-2021,63.38,Expense,Salary
1074,23-12-2021,760.21,Income,Transport
1075,24-12-2021,224.66,Income,Shopping
1076,24-12-2021,511.14,Income,Dining Out
1077,24-12-2021,444.32,Expense,Interest
1078,25-12-2021,346.85,Expense,Entertainment
1079,25-12-2021,610.79,Expense,Interest
1080,25-12-2021,795.71,Expense,Groceries
1081,25-12-2021,167.68,Income,Dining Out
1082,25-12-2021,64.13,Income,Transport
1083,26-12-2021,646.2,Expense,Interest
1084,26-12-2021,590.43,Income,Dining Out
1085,26-12-2021,474.41,Income,Subscriptions
1086,27-12-2021,440.93,Income,Transport
1087,28-12-2021,705.74,Income,Interest
1088,28-12-2021,660.7,Expense,Freelance
1089,28-12-2021,251.76,Expense,Bonus
1090,28-12-2021,664.27,Expense,Subscriptions
1091,29-12-2021,295.4,Expense,Groceries
1092,30-12-2021,608.75,Expense,Salary
1093,30-12-2021,923.17,Expense,Freelance
1094,30-12-2021,832.88,Expense,Interest
1095,30-12-2021,718.73,Income,Entertainment
1096,31-12-2021,200.91,Income,Utilities
1097,31-12-2021,796.63,Expense,Salary
1098,01-01-2022,56.4,Expense,Dining Out
1099,01-01-2022,232.86,Expense,Freelance
1100,01-01-2022,771.78,Expense,Freelance
1101,01-01-2022,304.87,Expense,Rent
1102,02-01-2022,70.23,Expense,Bonus
1103,02-01-2022,823.36,Expense,Freelance
1104,03-01-2022,827.31,Expense,Car Maintenance
1105,03-01-2022,611.18,Expense,Utilities
1106,04-01-2022,111.68,Expense,Shopping
1107,04-01-2022,147.22,Income,Subscriptions
1108,04-01-2022,507.02,Income,Rent
1109,05-01-2022,716.65,Expense,Subscriptions
1110,05-01-2022,466.8,Income,Movies
1111,05-01-2022,168.66,Income,Salary
1112,06-01-2022,86.73,Expense,Salary
1113,06-01-2022,437.4,Expense,Interest
1114,07-01-2022,933.17,Expense,Interest
1115,08-01-2022,496.07,Expense,Shopping
1116,08-01-2022,778.49,Income,Transport
1117,08-01-2022,721.5,Expense,Subscriptions
1118,08-01-2022,391.45,Income,Subscriptions
1119,09-01-2022,211.15,Income,Rent
1120,09-01-2022,705.99,Income,Subscriptions
1121,10-01-2022,889.26,Income,Shopping
1122,10-01-2022,786.73,Expense,Internet Bill
1123,10-01-2022,438.57,Income,Transport
1124,11-01-2022,928.37,Income,Freelance
1125,12-01-2022,855.71,Income,Shopping
1126,12-01-2022,155.92,Expense,Groceries
1127,13-01-2022,807.21,Expense,Rent
1128,13-01-2022,542.05,Expense,Internet Bill
1129,13-01-2022,369.92,Income,Rent
1130,14-01-2022,416.43,Expense,Groceries
1131,14-01-2022,652.64,Expense,Car Maintenance
1132,15-01-2022,859.07,Income,Movies
1133,15-01-2022,704.69,Expense,Dining Out
1134,15-01-2022,263.76,Expense,Car Maintenance
1135,15-01-2022,523.86,Expense,Transport
1136,15-01-2022,343.3,Expense,Movies
1137,16-01-2022,663.13,Income,Interest
1138,16-01-2022,608.04,Income,Subscriptions
1139,16-01-2022,562.29,Income,Transport
1140,16-01-2022,146.23,Expense,Coffee
1141,17-01-2022,419.74,Income,Interest
1142,17-01-2022,191.75,Income,Salary
1143,17-01-2022,87.19,Expense,Movies
1144,18-01-2022,835.36,Expense,Entertainment
1145,18-01-2022,500.01,Income,Utilities
1146,19-01-2022,312.63,Expense,Internet Bill
1147,19-01-2022,799.73,Income,Bonus
1148,19-01-2022,507.82,Income,Transport
1149,19-01-2022,943.61,Expense,Entertainment
1150,20-01-2022,276.72,Income,Dining Out
1151,20-01-2022,219.79,Expense,Coffee
1152,20-01-2022,29.51,Expense,Shopping
1153,20-01-2022,847.09,Income,Rent
1154,21-01-2022,912.98,Expense,Car Maintenance
1155,22-01-2022,932.93,Expense,Coffee
1156,22-01-2022,548.68,Expense,Subscriptions
1157,23-01-2022,368.06,Income,Shopping
1158,23-01-2022,295.7,Income,Internet Bill
1159,23-01-2022,566.59,Income,Groceries
1160,23-01-2022,525.45,Income,Freelance
1161,23-01-2022,589.02,Expense,Car Maintenance
1162,24-01-2022,59.28,Income,Groceries
1163,25-01-2022,151.34,Expense,Dining Out
1164,26-01-2022,746.62,Income,Coffee
1165,26-01-2022,25.52,Expense,Utilities
1166,26-01-2022,851.05,Income,Salary
1167,26-01-2022,715.58,Income,Coffee
1168,26-01-2022,414.02,Income,Transport
1169,27-01-2022,253.9,Expense,Utilities
1170,27-01-2022,456.92,Income,Interest
1171,28-01-2022,246.46,Expense,Movies
1172,28-01-2022,207.23,Income,Shopping
1173,28-01-2022,38.77,Income,Transport
1174,29-01-2022,892.69,Expense,Dining Out
1175,29-01-2022,889.26,Expense,Movies
1176,29-01-2022,846.66,Expense,Coffee
1177,29-01-2022,574.83,Income,Utilities
1178,29-01-2022,141.37,Expense,Shopping
1179,30-01-2022,528.84,Expense,Car Maintenance
1180,30-01-2022,144.6,Expense,Transport
1181,30-01-2022,392.82,Income,Interest
1182,30-01-2022,939.5,Expense,Bonus
1183,30-01-2022,974.99,Expense,Groceries
1184,31-01-2022,948.5,Expense,Groceries
1185,01-02-2022,490.29,Income,Entertainment
1186,01-02-2022,45.08,Expense,Groceries
1187,01-02-2022,674.5,Income,Utilities
1188,01-02-2022,964.52,Income,Freelance
1189,01-02-2022,866.05,Expense,Interest
1190,02-02-2022,251.44,Expense,Transport
1191,03-02-2022,930.77,Income,Subscriptions
1192,03-02-2022,983.59,Expense,Subscriptions
1193,03-02-2022,771.68,Income,Subscriptions
1194,04-02-2022,791.05,Income,Entertainment
1195,04-02-2022,842.62,Income,Subscriptions
1196,04-02-2022,889.02,Expense,Coffee
1197,04-02-2022,508.82,Income,Salary
1198,05-02-2022,916.16,Expense,Car Maintenance
1199,05-02-2022,550.42,Income,Groceries
1200,05-02-2022,987.26,Income,Utilities
1201,05-02-2022,980.06,Income,Entertainment
1202,06-02-2022,284.15,Expense,Movies
1203,06-02-2022,991.31,Expense,Bonus
1204,06-02-2022,927.1,Income,Movies
1205,06-02-2022,341.85,Income,Rent
1206,06-02-2022,700.5,Expense,Subscriptions
1207,07-02-2022,60.18,Income,Car Maintenance
1208,07-02-2022,331.52,Income,Coffee
1209,07-02-2022,175.98,Income,Interest
1210,07-02-2022,654.82,Income,Groceries
1211,08-02-2022,562.34,Income,Utilities
1212,08-02-2022,964.52,Expense,Car Maintenance
1213,09-02-2022,435.68,Expense,Car Maintenance
1214,09-02-2022,623.59,Income,Dining Out
1215,09-02-2022,423.27,Expense,Salary
1216,10-02-2022,87.69,Expense,Groceries
1217,11-02-2022,241.54,Income,Rent
1218,11-02-2022,856.07,Expense,Movies
1219,11-02-2022,805.62,Expense,Internet Bill
1220,12-02-2022,944.7,Expense,Shopping
1221,12-02-2022,652.76,Income,Car Maintenance
1222,13-02-2022,681.62,Expense,Freelance
1223,13-02-2022,24.91,Expense,Utilities
1224,13-02-2022,430.87,Income,Dining Out
1225,13-02-2022,941.51,Expense,Interest
1226,14-02-2022,248.22,Expense,Transport
1227,14-02-2022,339.48,Income,Internet Bill
1228,14-02-2022,455.17,Income,Coffee
1229,14-02-2022,594.23,Income,Internet Bill
1230,15-02-2022,908.62,Income,Bonus
1231,15-02-2022,757.55,Expense,Car Maintenance
1232,16-02-2022,582.95,Income,Subscriptions
1233,16-02-2022,496.27,Expense,Interest
1234,16-02-2022,994.09,Income,Salary
1235,17-02-2022,382.35,Expense,Subscriptions
1236,18-02-2022,24.18,Expense,Bonus
1237,19-02-2022,897.96,Expense,Coffee
1238,19-02-2022,262.34,Expense,Car Maintenance
1239,20-02-2022,94.38,Income,Shopping
1240,21-02-2022,287.29,Expense,Movies
1241,22-02-2022,790.48,Income,Transport
1242,22-02-2022,449.65,Expense,Movies
1243,22-02-2022,280.82,Income,Rent
1244,23-02-2022,539.36,Expense,Interest
1245,23-02-2022,238.36,Expense,Interest
1246,24-02-2022,677.87,Income,Car Maintenance
1247,24-02-2022,317.06,Expense,Groceries
1248,24-02-2022,974.9,Expense,Utilities
1249,24-02-2022,403.14,Expense,Bonus
1250,24-02-2022,672.45,Expense,Car Maintenance
1251,25-02-2022,528.1,Expense,Transport
1252,25-02-2022,287.51,Expense,Salary
1253,25-02-2022,335.62,Expense,Shopping
1254,25-02-2022,363.59,Income,Utilities
1255,26-02-2022,672.15,Income,Subscriptions
1256,26-02-2022,565.61,Expense,Subscriptions
1257,26-02-2022,32.79,Expense,Dining Out
1258,26-02-2022,31.9,Expense,Entertainment
1259,27-02-2022,93.8,Expense,Entertainment
1260,27-02-2022,45.11,Expense,Rent
1261,28-02-2022,700.36,Expense,Salary
1262,28-02-2022,110.28,Expense,Transport
1263,28-02-2022,451.63,Income,Transport
1264,01-03-2022,239.43,Expense,Interest
1265,02-03-2022,168.03,Income,Movies
1266,03-03-2022,399.43,Expense,Internet Bill
1267,03-03-2022,454.47,Expense,Movies
1268,03-03-2022,414.6,Income,Movies
1269,04-03-2022,678.57,Expense,Subscriptions
1270,04-03-2022,672.16,Expense,Freelance
1271,04-03-2022,122.4,Expense,Shopping
1272,04-03-2022,920.79,Income,Entertainment
